contractor_id,district_id,company_size,years_active,number_of_workers,complaint_count,resolved_cases,average_delay_days,average_wage_gap,risk_index,NGO_reports,inspection_history,blacklisted
C09412,D023,5,0.5,5,9,4,8.1,35.28,29.18,1,1,False
C09413,D018,25,1.7,25,8,5,2.2,41.51,25.48,0,1,False
C09414,D039,7,0.2,7,1,0,0.5,51.43,23.05,0,3,False
C09415,D026,20,7.6,20,4,2,7.4,28.05,13.26,1,1,False
C09416,D041,6,0.2,6,1,0,1.2,3.29,4.21,0,3,False
C09417,D056,3,1.8,3,0,0,4.7,7.9,19.0,1,3,False
C09418,D026,15,4.3,15,2,1,0.6,0.0,10.34,1,2,False
C09419,D019,11,2.6,11,1,0,2.6,2.31,2.83,0,1,False
C09420,D065,24,1.7,24,11,8,15.5,68.46,43.24,1,2,False
C09421,D100,29,1.6,29,4,3,9.3,43.72,28.65,2,1,False
C09422,D074,8,8.0,8,4,3,2.5,41.78,18.02,1,2,False
C09423,D032,17,18.2,17,4,3,2.6,4.58,12.48,0,3,False
C09424,D017,8,2.1,8,7,6,13.1,51.08,30.52,1,1,False
C09425,D067,22,0.2,22,1,0,0.6,14.52,4.84,0,2,False
C09426,D060,15,0.2,15,3,1,7.1,18.0,8.03,0,3,False
C09427,D076,6,7.1,6,6,4,3.5,72.2,23.99,0,2,False
C09428,D094,6,4.0,6,1,0,0.6,10.15,4.54,0,1,False
C09429,D035,15,7.7,15,1,0,1.6,0.0,8.66,0,1,False
C09430,D033,38,6.0,38,2,1,0.9,0.0,3.28,0,2,False
C09431,D065,30,11.9,30,9,5,4.9,67.53,30.86,0,0,False
C09432,D060,4,10.9,4,5,3,0.8,32.18,14.3,0,0,False
C09433,D004,5,7.8,5,6,2,6.3,56.56,38.86,1,1,False
C09434,D006,6,3.2,6,3,2,5.9,19.62,20.18,2,1,False
C09435,D033,6,1.8,6,3,2,0.8,61.25,36.36,0,2,False
C09436,D026,1,3.5,1,5,2,12.1,29.65,17.49,1,2,False
C09437,D089,26,3.5,26,3,2,2.2,23.82,9.78,0,2,False
C09438,D039,7,4.7,7,4,3,3.2,0.0,13.14,1,0,False
C09439,D008,19,1.0,19,3,1,6.7,25.43,20.46,0,2,False
C09440,D032,8,5.3,8,2,1,1.9,30.81,16.08,1,4,False
C09441,D082,11,3.0,11,0,0,0.7,1.12,6.0,0,0,False
C09442,D037,6,4.8,6,3,2,2.8,65.95,32.65,0,1,False
C09443,D040,11,1.4,11,5,2,13.0,49.33,22.64,0,2,False
C09444,D075,5,2.8,5,0,0,0.5,0.0,1.77,0,4,False
C09445,D047,11,1.2,11,0,0,0.0,28.07,2.87,1,2,False
C09446,D066,52,10.4,52,2,1,2.2,16.31,18.14,1,2,False
C09447,D002,20,3.3,20,1,0,0.2,23.18,6.36,0,4,False
C09448,D068,16,1.3,16,4,3,1.1,40.36,24.06,0,1,False
C09449,D007,3,0.2,3,8,6,7.8,32.3,27.2,2,2,False
C09450,D054,21,5.6,21,1,0,0.3,44.41,14.39,0,1,False
C09451,D020,23,1.2,23,14,9,32.0,82.33,39.22,2,2,False
C09452,D032,15,22.8,15,3,2,9.2,43.64,23.98,1,1,False
C09453,D012,15,3.8,15,1,0,2.9,22.14,4.69,0,1,False
C09454,D010,10,1.7,10,1,0,22.0,5.66,14.09,0,1,False
C09455,D045,23,5.4,23,1,0,1.5,54.86,15.06,0,4,False
C09456,D069,49,1.6,49,7,4,11.2,39.08,26.9,2,0,False
C09457,D022,16,8.6,16,6,4,7.4,43.12,26.79,0,3,False
C09458,D091,4,1.8,4,6,4,21.3,59.33,24.43,0,1,False
C09459,D031,4,22.2,4,1,0,4.3,10.41,11.32,0,1,False
C09460,D026,25,4.6,25,7,5,5.8,8.73,24.67,0,3,False
C09461,D024,4,9.3,4,6,4,0.4,18.06,29.31,0,0,False
C09462,D100,14,0.4,14,3,2,1.2,0.0,9.1,0,3,False
C09463,D091,8,2.1,8,10,7,2.2,67.54,27.68,1,0,False
C09464,D041,4,6.7,4,5,4,0.8,60.43,13.89,0,2,False
C09465,D041,28,5.3,28,5,2,3.0,49.5,19.15,1,0,False
C09466,D068,24,1.1,24,9,6,8.5,49.86,39.68,1,1,False
C09467,D050,3,2.2,3,5,4,4.7,45.03,28.36,0,4,False
C09468,D087,19,1.5,19,4,2,1.6,18.43,17.05,0,2,False
C09469,D037,17,4.8,17,10,7,11.8,20.67,33.02,1,2,False
C09470,D037,28,2.1,28,4,3,1.1,1.07,9.85,0,2,False
C09471,D010,14,1.8,14,1,0,3.6,7.38,16.78,1,0,False
C09472,D057,50,1.2,50,2,1,3.5,0.0,6.58,0,2,False
C09473,D052,10,2.6,10,4,2,2.1,14.67,13.77,0,3,False
C09474,D076,9,1.1,9,5,3,39.4,48.53,29.98,2,5,False
C09475,D016,4,16.4,4,2,1,2.1,15.72,14.03,0,3,False
C09476,D041,4,0.8,4,2,1,1.5,12.46,11.39,0,2,False
C09477,D030,4,12.2,4,5,3,2.9,21.39,16.97,1,1,False
C09478,D044,15,2.8,15,9,7,2.4,4.51,18.91,2,2,False
C09479,D020,9,2.4,9,1,0,5.0,39.14,15.18,0,2,False
C09480,D065,16,1.3,16,2,1,2.7,0.0,6.09,2,2,False
C09481,D099,3,5.0,3,1,0,2.5,14.68,25.99,0,0,False
C09482,D066,5,5.8,5,10,4,2.7,128.46,63.13,0,0,False
C09483,D030,5,3.2,5,5,4,2.2,10.17,7.0,0,1,False
C09484,D036,106,0.3,106,1,0,0.6,0.0,8.12,0,0,False
C09485,D029,10,12.5,10,4,2,3.1,58.69,11.98,0,2,False
C09486,D078,11,19.6,11,3,2,5.8,53.18,22.5,0,1,False
C09487,D054,11,2.8,11,6,4,2.7,26.01,24.31,0,1,False
C09488,D037,57,4.8,57,3,1,6.2,42.98,18.67,1,0,False
C09489,D006,2,3.0,2,7,4,6.3,23.67,30.0,0,0,False
C09490,D078,11,1.9,11,8,7,0.0,43.8,41.12,1,0,False
C09491,D010,2,0.4,2,1,0,2.3,0.0,7.97,0,4,False
C09492,D024,1,3.0,1,4,3,2.3,44.38,20.2,1,0,False
C09493,D091,5,8.5,5,0,0,2.1,36.41,7.88,0,0,False
C09494,D059,18,0.1,18,3,2,3.4,24.45,17.64,0,1,False
C09495,D020,5,4.4,5,5,3,8.5,42.12,22.52,1,4,False
C09496,D011,18,10.6,18,12,5,2.3,77.66,47.8,1,3,False
C09497,D073,13,1.2,13,4,3,3.6,5.6,23.43,1,1,False
C09498,D093,10,1.0,10,6,4,2.5,0.0,18.86,0,4,False
C09499,D023,43,7.4,43,0,0,0.1,6.15,0.36,0,4,False
C09500,D078,6,1.5,6,8,5,4.7,57.24,35.94,2,3,False
C09501,D075,17,1.1,17,3,2,0.3,0.0,9.45,0,0,False
C09502,D094,2,2.4,2,4,1,1.5,0.0,14.01,0,1,False
C09503,D064,13,2.5,13,5,2,20.0,35.01,26.68,0,4,False
C09504,D069,9,10.4,9,1,0,6.3,10.53,10.24,0,1,False
C09505,D035,3,4.8,3,6,4,0.6,38.18,33.1,1,0,False
C09506,D096,18,2.6,18,4,2,11.9,40.97,29.56,1,4,False
C09507,D019,5,3.8,5,2,1,3.2,0.0,18.96,0,2,False
C09508,D039,68,15.4,68,2,1,4.9,2.82,18.72,0,2,False
C09509,D032,1,0.6,1,0,0,1.2,50.9,6.36,1,2,False
C09510,D016,15,1.2,15,1,0,0.9,47.29,2.32,0,0,False
C09511,D031,12,16.4,12,5,3,1.6,0.0,13.02,0,1,False
C09512,D092,9,15.8,9,5,3,13.2,78.64,35.84,0,2,False
C09513,D060,7,1.0,7,8,5,8.5,55.69,31.65,0,0,False
C09514,D044,13,0.8,13,7,4,22.8,29.28,35.81,1,0,False
C09515,D055,35,2.7,35,1,0,5.4,31.17,28.51,0,1,False
C09516,D099,2,0.3,2,5,3,2.1,37.44,10.69,0,3,False
C09517,D050,5,5.3,5,3,2,0.4,29.39,11.66,1,0,False
C09518,D084,4,0.4,4,2,1,0.3,37.74,17.29,1,1,False
C09519,D065,4,0.3,4,6,5,5.7,40.59,31.85,0,0,False
C09520,D070,17,3.3,17,2,1,1.9,0.0,8.09,0,0,False
C09521,D023,21,15.8,21,1,0,0.3,24.0,7.42,0,3,False
C09522,D011,35,2.8,35,2,1,2.7,9.23,4.24,0,0,False
C09523,D097,22,2.2,22,4,3,0.6,36.83,12.99,1,0,False
C09524,D018,24,30.0,24,4,2,3.9,40.06,13.41,1,4,False
C09525,D074,2,3.8,2,0,0,2.9,0.0,8.85,3,0,False
C09526,D088,53,2.4,53,6,4,2.6,61.32,18.59,1,4,False
C09527,D025,9,2.4,9,5,2,0.5,26.42,17.13,0,2,False
C09528,D010,34,1.1,34,11,9,5.9,52.81,37.01,2,2,False
C09529,D097,3,3.6,3,6,4,0.7,12.66,32.66,0,5,False
C09530,D024,9,2.9,9,4,3,0.2,41.4,32.19,2,3,False
C09531,D050,31,1.6,31,4,3,4.3,20.69,13.5,0,2,False
C09532,D006,12,0.9,12,5,4,4.6,64.07,22.59,0,2,False
C09533,D021,5,1.9,5,7,3,0.2,0.0,10.5,1,1,False
C09534,D044,45,3.6,45,1,0,5.1,23.12,18.48,0,0,False
C09535,D011,3,0.3,3,2,0,0.7,5.24,10.44,0,2,False
C09536,D036,11,0.8,11,5,2,6.3,22.93,23.04,2,4,False
C09537,D025,23,14.7,23,0,0,3.1,0.0,6.48,0,0,False
C09538,D060,99,3.9,99,3,2,7.5,0.0,20.69,0,2,False
C09539,D004,7,0.3,7,2,1,1.3,11.71,6.91,0,3,False
C09540,D018,9,5.9,9,1,0,0.1,0.0,7.11,0,1,False
C09541,D032,7,0.3,7,12,4,11.7,62.2,36.61,1,5,False
C09542,D095,15,6.7,15,0,0,7.9,34.8,7.85,0,0,False
C09543,D024,21,6.9,21,7,2,1.4,46.63,38.46,2,3,False
C09544,D056,36,5.3,36,15,14,1.4,52.09,40.39,2,0,False
C09545,D082,25,6.6,25,1,0,3.1,15.2,7.92,0,3,False
C09546,D073,7,0.5,7,3,2,7.0,19.88,17.59,0,2,False
C09547,D034,27,6.5,27,5,4,13.5,59.14,30.26,0,1,False
C09548,D051,13,0.7,13,1,0,16.4,45.46,15.76,0,2,False
C09549,D097,25,2.1,25,0,0,0.3,50.27,8.92,0,3,False
C09550,D021,27,14.3,27,4,3,1.5,4.89,11.9,1,0,False
C09551,D068,62,3.5,62,1,0,0.5,0.0,4.09,0,4,False
C09552,D050,8,17.1,8,6,5,1.5,45.89,18.76,1,4,False
C09553,D081,7,0.5,7,4,3,2.7,8.12,7.94,0,2,False
C09554,D046,19,3.2,19,1,0,0.8,7.43,6.46,0,1,False
C09555,D043,39,0.3,39,5,4,1.2,36.51,26.46,1,1,False
C09556,D037,12,5.0,12,7,5,11.8,79.87,36.06,1,0,False
C09557,D033,42,0.4,42,1,0,0.4,18.4,7.91,0,0,False
C09558,D072,24,1.0,24,4,2,16.5,12.79,26.67,3,3,False
C09559,D096,9,1.5,9,1,0,2.5,0.0,5.41,1,2,False
C09560,D076,21,6.9,21,2,1,5.6,45.12,14.59,1,2,False
C09561,D097,7,0.9,7,0,0,1.5,75.88,12.08,0,0,False
C09562,D049,15,9.4,15,4,2,7.3,53.96,20.77,0,3,False
C09563,D009,4,0.7,4,7,4,5.2,5.68,16.99,1,2,False
C09564,D048,11,0.2,11,2,1,1.2,20.58,11.14,0,1,False
C09565,D089,33,2.5,33,2,1,0.2,33.78,9.63,0,4,False
C09566,D057,26,19.4,26,4,2,6.9,3.25,14.83,0,4,False
C09567,D031,22,0.6,22,2,1,0.1,0.0,15.73,1,0,False
C09568,D018,16,0.5,16,0,0,0.3,25.42,3.73,0,2,False
C09569,D067,14,7.0,14,3,1,2.3,31.05,21.16,1,1,False
C09570,D099,3,1.9,3,1,0,0.3,19.68,6.68,0,1,False
C09571,D015,9,6.3,9,7,3,2.1,74.84,39.19,2,2,False
C09572,D088,14,1.1,14,4,3,0.2,22.3,16.02,0,2,False
C09573,D009,3,3.1,3,1,0,13.9,3.55,13.79,0,1,False
C09574,D036,2,1.5,2,5,2,9.4,57.19,31.18,0,1,False
C09575,D099,37,3.0,37,8,5,13.2,59.55,31.01,0,3,False
C09576,D100,12,7.3,12,0,0,0.7,0.0,5.38,0,2,False
C09577,D095,15,7.2,15,2,1,2.7,27.76,6.62,0,2,False
C09578,D040,21,3.6,21,0,0,3.3,36.85,12.43,2,2,False
C09579,D055,4,13.2,4,0,0,2.3,4.82,5.16,1,0,False
C09580,D039,8,1.5,8,3,1,8.4,31.8,19.76,1,3,False
C09581,D082,54,1.4,54,0,0,0.3,1.27,0.95,0,1,False
C09582,D089,7,4.8,7,7,4,13.6,86.41,37.55,0,4,False
C09583,D009,9,4.9,9,4,2,2.8,6.99,16.26,1,1,False
C09584,D011,6,0.2,6,0,0,2.8,7.02,11.67,1,2,False
C09585,D010,5,4.7,5,1,0,0.6,20.62,9.32,0,1,False
C09586,D035,36,2.3,36,1,0,1.4,33.37,11.7,0,1,False
C09587,D010,1,6.9,1,4,1,6.2,19.54,23.75,0,1,False
C09588,D078,7,8.3,7,0,0,0.7,8.87,6.39,0,0,False
C09589,D011,15,4.0,15,4,3,2.6,46.48,13.91,0,0,False
C09590,D037,66,0.0,66,8,5,11.1,37.11,32.61,0,2,False
C09591,D082,3,5.1,3,2,1,22.8,28.07,19.95,0,1,False
C09592,D044,3,6.9,3,7,4,10.9,76.62,44.13,1,0,False
C09593,D005,5,1.4,5,3,1,6.3,26.28,21.55,0,2,False
C09594,D098,24,3.1,24,4,1,0.2,30.9,8.76,0,1,False
C09595,D098,13,16.9,13,3,2,0.8,18.98,4.77,0,1,False
C09596,D016,2,1.8,2,4,0,7.4,37.03,21.45,0,1,False
C09597,D006,13,1.3,13,2,1,2.1,31.01,30.84,4,2,False
C09598,D053,57,1.2,57,2,1,0.4,4.87,7.02,3,0,False
C09599,D079,15,4.1,15,1,0,7.8,0.0,7.6,0,2,False
C09600,D024,14,15.0,14,1,0,0.1,1.82,9.5,0,1,False
C09601,D098,15,4.7,15,0,0,9.5,8.85,12.47,1,4,False
C09602,D096,18,1.8,18,8,6,33.7,26.58,42.13,1,0,False
C09603,D034,3,5.1,3,5,4,11.1,65.45,29.73,1,1,False
C09604,D040,9,4.9,9,1,0,0.1,0.0,3.45,0,5,False
C09605,D070,10,4.5,10,9,8,10.5,60.04,49.94,1,1,False
C09606,D044,7,0.9,7,2,1,0.2,0.0,5.36,0,0,False
C09607,D027,24,5.0,24,0,0,0.1,17.36,4.98,0,2,False
C09608,D078,6,2.8,6,4,3,10.7,11.32,25.97,0,1,False
C09609,D016,8,0.1,8,2,1,5.1,23.61,11.43,1,2,False
C09610,D074,3,3.9,3,1,0,0.6,21.85,13.77,0,1,False
C09611,D013,17,22.7,17,3,2,4.9,40.33,17.97,1,3,False
C09612,D098,31,2.2,31,7,5,27.7,78.07,32.16,0,1,False
C09613,D076,8,16.8,8,0,0,0.1,28.43,2.34,0,3,False
C09614,D034,27,0.5,27,3,2,3.1,0.0,9.3,0,1,False
C09615,D030,10,6.6,10,2,1,25.1,11.95,18.71,0,1,False
C09616,D075,1,0.6,1,3,1,2.2,42.32,14.37,0,1,False
C09617,D096,11,1.6,11,4,2,0.4,41.62,25.12,0,4,False
C09618,D060,10,4.2,10,5,3,2.9,51.94,22.55,0,3,False
C09619,D092,13,4.5,13,4,2,5.3,7.37,6.36,1,0,False
C09620,D004,15,7.5,15,9,6,7.7,36.7,49.24,1,1,False
C09621,D029,6,4.8,6,5,4,2.0,3.97,7.69,1,2,False
C09622,D090,53,4.5,53,0,0,0.1,25.01,4.91,0,0,False
C09623,D092,11,12.2,11,2,1,18.2,87.63,42.56,1,2,False
C09624,D074,9,3.0,9,8,4,12.8,51.64,29.85,1,2,False
C09625,D093,25,1.3,25,5,4,4.9,10.57,18.67,0,3,False
C09626,D062,12,0.9,12,6,1,1.3,69.07,39.8,3,1,False
C09627,D033,158,2.6,158,4,2,3.9,39.93,14.89,0,2,False
C09628,D022,9,6.2,9,3,1,0.0,77.85,42.06,1,1,False
C09629,D048,17,0.2,17,1,0,11.8,21.04,10.83,0,2,False
C09630,D095,5,0.7,5,9,8,11.0,35.72,36.78,0,1,False
C09631,D017,29,0.6,29,3,1,0.4,37.72,11.61,2,0,False
C09632,D064,16,4.4,16,1,0,0.0,0.0,10.4,0,0,False
C09633,D013,8,1.4,8,0,0,1.1,14.92,13.94,0,0,False
C09634,D093,5,0.9,5,10,6,19.8,79.88,41.85,0,3,False
C09635,D067,3,4.5,3,7,6,4.4,79.47,35.29,1,2,False
C09636,D074,18,7.2,18,9,6,10.1,16.26,18.87,1,1,False
C09637,D093,3,2.0,3,7,3,1.4,23.96,23.21,0,2,False
C09638,D093,45,4.3,45,7,5,16.4,32.09,26.47,0,3,False
C09639,D071,3,0.5,3,6,4,6.3,41.8,27.8,1,1,False
C09640,D065,10,13.7,10,2,1,7.3,7.56,14.64,0,2,False
C09641,D006,5,2.1,5,7,5,3.6,61.11,48.35,1,1,False
C09642,D068,12,30.0,12,1,0,3.9,0.0,9.47,1,0,False
C09643,D058,12,19.2,12,11,8,25.0,16.44,28.36,3,1,False
C09644,D007,19,7.5,19,1,0,3.5,31.28,24.31,1,2,False
C09645,D003,2,0.1,2,2,1,6.1,5.79,8.23,2,2,False
C09646,D090,5,3.9,5,7,5,1.3,58.56,41.34,0,3,False
C09647,D091,32,0.5,32,4,3,1.1,0.0,6.57,0,1,False
C09648,D059,23,11.3,23,14,11,4.5,48.5,51.18,1,3,False
C09649,D022,1,7.8,1,8,6,2.3,24.33,25.79,1,2,False
C09650,D089,17,17.9,17,2,1,5.2,40.19,36.41,3,0,False
C09651,D052,4,4.7,4,1,0,1.9,0.0,8.47,0,2,False
C09652,D021,6,3.7,6,2,1,1.4,27.72,12.23,1,0,False
C09653,D091,9,3.7,9,4,3,2.5,12.31,18.93,0,1,False
C09654,D045,57,2.4,57,5,3,6.2,48.37,34.7,1,2,False
C09655,D048,4,3.2,4,6,2,1.7,15.6,20.79,1,0,False
C09656,D004,2,5.0,2,3,2,8.5,13.98,17.44,0,2,False
C09657,D099,19,13.5,19,3,2,5.0,7.68,10.85,1,0,False
C09658,D086,11,4.5,11,6,5,4.4,38.14,33.39,0,3,False
C09659,D095,40,9.7,40,2,0,2.3,7.86,8.81,0,2,False
C09660,D033,8,9.9,8,6,3,1.5,53.54,33.08,0,4,False
C09661,D041,40,3.7,40,1,0,7.3,38.47,13.82,1,1,False
C09662,D098,12,2.1,12,8,6,13.8,28.28,32.46,1,2,False
C09663,D081,20,5.1,20,7,5,19.0,0.0,23.0,0,1,False
C09664,D073,61,3.0,61,3,2,14.5,64.95,31.36,3,1,False
C09665,D035,10,0.4,10,11,9,13.1,81.92,54.09,1,1,False
C09666,D055,34,2.4,34,3,1,1.0,16.06,7.35,0,2,False
C09667,D083,6,25.6,6,2,1,1.5,4.68,11.84,0,2,False
C09668,D070,15,0.2,15,2,1,0.3,69.97,21.05,0,1,False
C09669,D032,2,6.0,2,1,0,3.7,21.74,11.99,0,1,False
C09670,D076,7,9.2,7,2,1,10.2,16.71,16.35,0,0,False
C09671,D005,4,5.2,4,6,4,5.9,2.14,18.12,0,2,False
C09672,D079,41,4.2,41,1,0,2.3,51.46,17.31,1,0,False
C09673,D067,69,6.1,69,0,0,8.6,0.0,9.16,0,2,False
C09674,D058,8,2.8,8,7,5,8.4,95.47,35.92,2,2,False
C09675,D032,5,0.5,5,6,5,3.8,46.65,19.23,1,1,False
C09676,D042,3,16.4,3,5,3,1.0,21.83,22.29,1,1,False
C09677,D093,15,2.8,15,6,4,1.2,46.49,25.4,4,0,False
C09678,D086,6,5.5,6,0,0,1.0,0.0,7.03,0,2,False
C09679,D080,7,3.8,7,6,4,4.3,43.51,15.23,1,2,False
C09680,D031,62,0.3,62,1,0,0.8,2.49,13.07,1,1,False
C09681,D064,9,15.3,9,4,2,18.8,8.01,22.67,0,2,False
C09682,D036,21,7.9,21,8,3,2.4,20.07,29.79,0,0,False
C09683,D023,12,0.8,12,9,7,37.4,67.01,39.27,1,2,False
C09684,D007,3,20.0,3,4,3,2.7,28.55,17.69,1,1,False
C09685,D018,1,6.7,1,3,2,0.8,16.44,9.42,1,2,False
C09686,D052,19,3.2,19,5,3,1.3,18.33,20.62,2,2,False
C09687,D093,66,4.7,66,5,3,30.6,49.38,36.75,1,0,False
C09688,D095,16,0.6,16,1,0,2.4,18.62,9.73,0,1,False
C09689,D019,22,4.1,22,0,0,0.0,34.39,5.29,0,1,False
C09690,D016,4,0.4,4,4,2,3.9,17.25,15.97,0,1,False
C09691,D025,33,3.9,33,1,0,10.9,33.95,17.34,0,3,False
C09692,D091,33,4.0,33,2,1,0.7,51.65,13.99,1,0,False
C09693,D015,6,10.4,6,2,1,1.9,33.71,14.18,0,1,False
C09694,D002,21,6.5,21,1,0,1.9,0.0,4.83,0,2,False
C09695,D021,2,1.4,2,0,0,0.4,7.23,5.36,1,3,False
C09696,D003,25,11.0,25,6,4,25.5,47.95,26.89,1,4,False
C09697,D058,6,4.3,6,8,3,13.2,20.12,35.43,0,3,False
C09698,D045,3,4.7,3,8,5,2.9,32.7,30.49,1,4,False
C09699,D016,18,0.9,18,7,3,0.9,24.95,13.63,1,3,False
C09700,D033,2,9.8,2,13,12,52.3,113.18,50.65,1,2,False
C09701,D003,17,13.4,17,1,0,0.6,31.53,2.18,0,2,False
C09702,D009,3,7.5,3,4,1,10.3,24.21,32.26,1,0,False
C09703,D071,3,14.1,3,5,4,9.2,5.64,17.79,1,2,False
C09704,D005,12,1.8,12,5,3,2.0,63.89,19.2,0,0,False
C09705,D033,10,9.9,10,7,6,3.2,11.89,23.13,4,3,False
C09706,D032,52,3.4,52,8,6,4.7,25.28,34.8,1,0,False
C09707,D028,3,0.9,3,12,8,7.6,42.3,52.08,4,0,False
C09708,D041,48,5.5,48,7,5,13.3,19.5,20.2,1,3,False
C09709,D073,3,5.8,3,8,6,38.8,96.29,39.39,0,2,False
C09710,D025,30,1.7,30,6,3,2.9,73.0,37.13,1,4,False
C09711,D064,36,0.1,36,1,0,5.7,23.86,16.08,0,0,False
C09712,D080,16,1.1,16,1,0,3.6,41.51,6.27,0,0,False
C09713,D097,5,2.6,5,2,1,0.1,57.61,13.28,0,1,False
C09714,D021,2,0.9,2,0,0,0.1,0.0,0.32,0,2,False
C09715,D100,1,1.1,1,1,0,3.9,0.0,9.61,0,2,False
C09716,D073,77,2.5,77,5,3,0.4,0.0,16.86,0,4,False
C09717,D018,9,16.3,9,11,7,10.0,33.3,33.27,1,2,False
C09718,D034,4,7.2,4,11,9,1.9,33.98,23.68,1,2,False
C09719,D009,3,1.9,3,4,2,0.5,59.73,17.23,0,0,False
C09720,D020,14,15.1,14,6,4,0.3,43.82,17.18,0,0,False
C09721,D069,8,5.2,8,2,1,2.3,0.0,9.21,0,1,False
C09722,D075,1,3.0,1,3,1,2.0,27.88,10.73,1,0,False
C09723,D032,28,3.2,28,1,0,1.1,27.09,9.67,1,1,False
C09724,D058,17,2.6,17,1,0,4.5,0.0,10.4,1,1,False
C09725,D054,76,1.3,76,2,0,2.9,19.54,19.79,0,2,False
C09726,D066,38,2.4,38,6,4,7.1,0.0,19.33,1,0,False
C09727,D065,1,3.8,1,6,4,7.7,53.99,29.34,0,2,False
C09728,D041,50,3.8,50,9,5,25.0,69.49,50.31,2,4,False
C09729,D062,40,7.2,40,0,0,0.1,1.2,0.63,0,0,False
C09730,D045,5,2.2,5,3,2,6.7,52.86,21.22,0,4,False
C09731,D035,7,6.3,7,3,2,2.9,55.45,21.59,1,0,False
C09732,D079,18,4.3,18,6,3,5.5,51.25,21.32,0,1,False
C09733,D008,4,16.3,4,0,0,0.6,26.53,4.85,0,1,False
C09734,D023,9,2.4,9,5,2,2.3,16.21,11.43,0,0,False
C09735,D008,33,11.6,33,0,0,0.6,2.81,3.18,0,1,False
C09736,D032,20,8.6,20,1,0,0.1,49.85,13.68,0,3,False
C09737,D034,6,5.1,6,5,3,2.2,16.33,16.18,2,0,False
C09738,D015,33,5.3,33,2,1,6.5,0.0,13.76,1,0,False
C09739,D073,16,0.4,16,4,2,6.8,0.0,22.58,0,3,False
C09740,D068,15,15.0,15,1,0,1.8,28.08,6.19,0,0,False
C09741,D093,7,0.6,7,1,0,0.1,21.1,15.72,0,0,False
C09742,D036,12,4.1,12,3,2,1.6,42.1,13.32,0,0,False
C09743,D069,5,2.0,5,3,2,6.9,3.79,19.11,2,0,False
C09744,D098,1,2.8,1,3,1,1.3,7.1,8.57,0,2,False
C09745,D079,9,4.7,9,3,1,3.1,37.46,21.21,1,1,False
C09746,D010,10,12.0,10,7,5,9.7,122.25,56.61,3,2,False
C09747,D080,13,3.1,13,3,2,0.7,41.88,37.34,1,2,False
C09748,D074,40,22.0,40,5,3,3.8,77.87,37.37,1,0,False
C09749,D021,6,4.5,6,13,9,2.9,63.89,44.98,0,0,False
C09750,D057,8,0.9,8,3,2,2.8,38.04,30.73,1,0,False
C09751,D083,26,1.1,26,2,1,0.9,36.18,9.91,0,3,False
C09752,D011,5,6.3,5,19,14,14.2,116.18,56.88,1,1,False
C09753,D081,14,0.3,14,2,1,1.5,22.84,13.33,0,4,False
C09754,D038,8,3.3,8,3,2,24.8,0.0,30.51,1,1,False
C09755,D081,9,0.8,9,2,1,1.2,0.0,9.03,0,0,False
C09756,D029,26,2.8,26,1,0,1.2,11.05,14.73,0,2,False
C09757,D072,8,6.9,8,1,0,4.6,26.36,7.97,1,1,False
C09758,D096,26,3.1,26,11,10,27.0,38.95,45.65,2,2,False
C09759,D047,1,0.9,1,2,1,2.5,12.74,7.68,0,1,False
C09760,D072,2,1.5,2,10,8,2.2,40.46,25.35,2,1,False
C09761,D014,1,2.3,1,7,3,2.3,56.43,31.79,1,1,False
C09762,D060,3,0.4,3,4,3,4.2,61.36,26.07,0,1,False
C09763,D007,78,4.4,78,4,1,3.5,0.0,7.89,0,4,False
C09764,D040,11,4.7,11,2,1,5.0,7.01,9.18,1,1,False
C09765,D073,5,0.3,5,11,10,22.4,59.76,46.22,2,1,False
C09766,D085,26,2.6,26,2,0,1.1,14.8,14.17,0,3,False
C09767,D014,30,2.7,30,2,1,0.4,0.0,4.47,0,2,False
C09768,D017,3,2.0,3,7,2,0.4,29.53,18.35,1,1,False
C09769,D098,148,4.1,148,7,5,0.3,63.83,28.8,0,1,False
C09770,D034,16,2.1,16,1,0,0.2,0.0,4.36,0,1,False
C09771,D037,18,2.7,18,1,0,16.1,17.08,22.62,1,2,False
C09772,D011,20,8.0,20,4,3,3.3,16.77,21.61,0,0,False
C09773,D063,19,0.9,19,5,4,2.1,36.81,7.24,0,0,False
C09774,D016,6,4.8,6,5,3,3.1,40.92,32.55,0,3,False
C09775,D049,100,3.5,100,0,0,2.2,1.75,6.24,0,2,False
C09776,D005,9,1.8,9,12,9,7.7,100.67,30.76,1,3,False
C09777,D028,31,6.5,31,5,3,0.1,10.92,14.39,3,0,False
C09778,D039,7,4.0,7,1,0,1.2,0.0,10.44,1,0,False
C09779,D014,6,3.2,6,1,0,1.1,0.0,15.41,0,0,False
C09780,D009,81,5.5,81,5,3,5.4,49.29,6.7,0,1,False
C09781,D091,10,8.1,10,2,1,0.0,30.55,4.81,0,3,False
C09782,D068,11,18.0,11,8,5,13.5,53.76,37.48,2,1,False
C09783,D095,16,5.0,16,2,1,1.0,14.5,19.43,1,2,False
C09784,D059,164,10.4,164,2,1,0.7,33.65,14.53,1,1,False
C09785,D032,106,0.0,106,5,4,1.1,54.05,39.16,2,3,False
C09786,D006,43,3.8,43,4,2,14.6,48.62,22.32,0,1,False
C09787,D031,211,1.2,211,4,2,26.7,10.95,25.45,0,1,False
